views,likes,dislikes,comment_count,channel_title,publish_time,category_1,category_2,category_3,category_4,category_5,category_6,category_7
0.48975754261131527,0.24027346340913414,0.3685514995682685,0.3967070304687989,Channel_217,2023-01-31,0,0,0,0,0,1,0
-0.14645574458022173,0.009301551117062469,-0.4343867027239947,-0.21903266701557417,Channel_114,2023-01-19,0,0,0,0,1,0,0
0.6410254504142455,0.6505629217692206,0.9194387485782929,0.7112878395373805,Channel_14,2023-07-07,1,0,0,0,0,0,0
1.5180691524682037,1.3748809551935686,1.463832464667174,1.4379878082094446,Channel_62,2023-08-01,0,1,0,0,0,0,0
-0.2425310797826153,-0.39486750440852386,-0.25395261623169946,-0.9132739292297501,Channel_43,2023-02-05,0,0,0,0,0,1,0
-0.24251444540880907,-0.10517842112205987,-0.5437225113815476,-0.03221799973236859,Channel_411,2023-05-28,0,0,0,0,0,0,1
1.5743613919655812,1.6860829363910599,1.4988431915291232,1.7523156472186432,Channel_240,2023-10-10,0,0,0,0,0,0,1
0.761004516048884,0.9724475736558816,1.0423699199106047,0.9557300178187846,Channel_96,2023-02-05,0,0,1,0,0,0,0
-0.4783090349912608,-0.48180117444384235,-0.5164145345002155,-0.5477135566310477,Channel_27,2023-03-18,0,0,0,0,1,0,0
0.5356924983153573,0.15820577322097437,0.8611859105727101,0.5934677200713686,Channel_324,2023-03-14,0,0,0,0,0,1,0
-0.4722407258836851,-0.5956039804068283,-0.12146688117406715,-0.5271534528957766,Channel_383,2023-09-07,0,0,0,0,0,0,1
-0.4745572973036424,-0.17691534446638496,-0.8128277673480009,-1.0920397840948493,Channel_242,2023-02-27,0,0,0,1,0,0,0
0.23451018799396925,0.3365498347526328,-0.06761891272855283,0.32814022583073255,Channel_487,2023-12-24,0,0,0,0,0,1,0
-1.9249056716319295,-1.7260635073298303,-1.555303544113309,-2.244766140360169,Channel_459,2023-11-02,0,0,0,1,0,0,0
-1.736178567337894,-2.1887283814798084,-1.6956038904566093,-2.147518155770995,Channel_240,2023-01-11,0,0,0,0,1,0,0
